playerId,tournamentId,hole,par,score
82,30,8,4,4
82,30,9,3,3
82,30,10,4,5
82,30,11,5,4
82,30,12,3,3
82,30,13,4,3
82,30,14,4,4
82,30,15,4,5
82,30,16,4,5
82,30,17,4,4
82,30,18,4,4
82,30,1,3,3
82,30,2,4,3
82,30,3,4,4
82,30,4,4,4
82,30,5,3,2
82,30,6,5,4
82,30,7,5,4
82,30,8,4,4
82,30,9,3,4
82,30,10,4,4
82,30,11,5,5
82,30,12,3,3
82,30,13,4,4
82,30,14,4,4
82,30,15,4,4
82,30,16,4,4
82,30,17,4,4
82,30,18,4,5
82,30,1,3,3
82,30,2,4,4
82,30,3,4,5
82,30,4,4,4
82,30,5,3,3
82,30,6,5,3
82,30,7,5,5
82,30,8,4,4
82,30,9,3,3
82,30,10,4,4
82,30,11,5,4
82,30,12,3,3
82,30,13,4,4
82,30,14,4,4
82,30,15,4,4
82,30,16,4,3
82,30,17,4,6
